LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,LapTimeSec,Sector1Sec,Sector2Sec,Sector3Sec,Driver,Year,GP
45.0,0 days 00:01:34.249000,0 days 00:00:30.180000,0 days 00:00:40.825000,0 days 00:00:23.244000,SOFT,8.0,94.249,30.18,40.825,23.244,VER,2024,Bahrain
46.0,0 days 00:01:34.193000,0 days 00:00:30.301000,0 days 00:00:40.682000,0 days 00:00:23.210000,SOFT,9.0,94.193,30.301,40.682,23.21,VER,2024,Bahrain
47.0,0 days 00:01:34.239000,0 days 00:00:30.267000,0 days 00:00:40.704000,0 days 00:00:23.268000,SOFT,10.0,94.239,30.267,40.704,23.268,VER,2024,Bahrain
48.0,0 days 00:01:34.350000,0 days 00:00:30.245000,0 days 00:00:40.738000,0 days 00:00:23.367000,SOFT,11.0,94.35,30.245,40.738,23.367,VER,2024,Bahrain
49.0,0 days 00:01:34.403000,0 days 00:00:30.246000,0 days 00:00:40.804000,0 days 00:00:23.353000,SOFT,12.0,94.403,30.246,40.804,23.353,VER,2024,Bahrain
50.0,0 days 00:01:34.783000,0 days 00:00:30.229000,0 days 00:00:40.928000,0 days 00:00:23.626000,SOFT,13.0,94.783,30.229,40.928,23.626,VER,2024,Bahrain
51.0,0 days 00:01:34.340000,0 days 00:00:30.003000,0 days 00:00:40.834000,0 days 00:00:23.503000,SOFT,14.0,94.34,30.003,40.834,23.503,VER,2024,Bahrain
52.0,0 days 00:01:34.906000,0 days 00:00:30.333000,0 days 00:00:40.919000,0 days 00:00:23.654000,SOFT,15.0,94.906,30.333,40.919,23.654,VER,2024,Bahrain
53.0,0 days 00:01:35.600000,0 days 00:00:30.528000,0 days 00:00:41.382000,0 days 00:00:23.690000,SOFT,16.0,95.6,30.528,41.382,23.69,VER,2024,Bahrain
54.0,0 days 00:01:35.334000,0 days 00:00:30.427000,0 days 00:00:41.227000,0 days 00:00:23.680000,SOFT,17.0,95.334,30.427,41.227,23.68,VER,2024,Bahrain
55.0,0 days 00:01:35.184000,0 days 00:00:30.493000,0 days 00:00:41.220000,0 days 00:00:23.471000,SOFT,18.0,95.184,30.493,41.22,23.471,VER,2024,Bahrain
56.0,0 days 00:01:34.671000,0 days 00:00:30.256000,0 days 00:00:40.870000,0 days 00:00:23.545000,SOFT,19.0,94.671,30.256,40.87,23.545,VER,2024,Bahrain
57.0,0 days 00:01:34.923000,0 days 00:00:30.384000,0 days 00:00:40.910000,0 days 00:00:23.629000,SOFT,20.0,94.923,30.384,40.91,23.629,VER,2024,Bahrain
1.0,0 days 00:01:38.271000,,0 days 00:00:41.549000,0 days 00:00:23.635000,SOFT,4.0,98.271,,41.549,23.635,LEC,2024,Bahrain
2.0,0 days 00:01:36.862000,0 days 00:00:31.166000,0 days 00:00:41.864000,0 days 00:00:23.832000,SOFT,5.0,96.862,31.166,41.864,23.832,LEC,2024,Bahrain
3.0,0 days 00:01:38.062000,0 days 00:00:31.223000,0 days 00:00:42.856000,0 days 00:00:23.983000,SOFT,6.0,98.062,31.223,42.856,23.983,LEC,2024,Bahrain
4.0,0 days 00:01:37.752000,0 days 00:00:30.958000,0 days 00:00:42.784000,0 days 00:00:24.010000,SOFT,7.0,97.752,30.958,42.784,24.01,LEC,2024,Bahrain
5.0,0 days 00:01:38.131000,0 days 00:00:31.192000,0 days 00:00:42.872000,0 days 00:00:24.067000,SOFT,8.0,98.131,31.192,42.872,24.067,LEC,2024,Bahrain
6.0,0 days 00:01:37.782000,0 days 00:00:30.936000,0 days 00:00:42.751000,0 days 00:00:24.095000,SOFT,9.0,97.782,30.936,42.751,24.095,LEC,2024,Bahrain
7.0,0 days 00:01:38.957000,0 days 00:00:31.008000,0 days 00:00:43.761000,0 days 00:00:24.188000,SOFT,10.0,98.957,31.008,43.761,24.188,LEC,2024,Bahrain
8.0,0 days 00:01:38.136000,0 days 00:00:31.200000,0 days 00:00:42.753000,0 days 00:00:24.183000,SOFT,11.0,98.136,31.2,42.753,24.183,LEC,2024,Bahrain
9.0,0 days 00:01:37.844000,0 days 00:00:31.147000,0 days 00:00:42.533000,0 days 00:00:24.164000,SOFT,12.0,97.844,31.147,42.533,24.164,LEC,2024,Bahrain
10.0,0 days 00:01:37.884000,0 days 00:00:30.988000,0 days 00:00:42.534000,0 days 00:00:24.362000,SOFT,13.0,97.884,30.988,42.534,24.362,LEC,2024,Bahrain
13.0,0 days 00:01:36.432000,0 days 00:00:30.580000,0 days 00:00:42.173000,0 days 00:00:23.679000,HARD,2.0,96.432,30.58,42.173,23.679,LEC,2024,Bahrain
14.0,0 days 00:01:36.756000,0 days 00:00:30.787000,0 days 00:00:42.232000,0 days 00:00:23.737000,HARD,3.0,96.756,30.787,42.232,23.737,LEC,2024,Bahrain
15.0,0 days 00:01:36.813000,0 days 00:00:30.831000,0 days 00:00:42.256000,0 days 00:00:23.726000,HARD,4.0,96.813,30.831,42.256,23.726,LEC,2024,Bahrain
16.0,0 days 00:01:36.673000,0 days 00:00:30.606000,0 days 00:00:42.320000,0 days 00:00:23.747000,HARD,5.0,96.673,30.606,42.32,23.747,LEC,2024,Bahrain
17.0,0 days 00:01:37.302000,0 days 00:00:31.109000,0 days 00:00:42.332000,0 days 00:00:23.861000,HARD,6.0,97.302,31.109,42.332,23.861,LEC,2024,Bahrain
18.0,0 days 00:01:37.438000,0 days 00:00:31.180000,0 days 00:00:42.467000,0 days 00:00:23.791000,HARD,7.0,97.438,31.18,42.467,23.791,LEC,2024,Bahrain
19.0,0 days 00:01:36.821000,0 days 00:00:30.986000,0 days 00:00:42.030000,0 days 00:00:23.805000,HARD,8.0,96.821,30.986,42.03,23.805,LEC,2024,Bahrain
20.0,0 days 00:01:36.794000,0 days 00:00:30.839000,0 days 00:00:42.103000,0 days 00:00:23.852000,HARD,9.0,96.794,30.839,42.103,23.852,LEC,2024,Bahrain
21.0,0 days 00:01:36.977000,0 days 00:00:31.089000,0 days 00:00:42.091000,0 days 00:00:23.797000,HARD,10.0,96.977,31.089,42.091,23.797,LEC,2024,Bahrain
22.0,0 days 00:01:36.796000,0 days 00:00:30.994000,0 days 00:00:41.976000,0 days 00:00:23.826000,HARD,11.0,96.796,30.994,41.976,23.826,LEC,2024,Bahrain
23.0,0 days 00:01:36.987000,0 days 00:00:31.131000,0 days 00:00:41.941000,0 days 00:00:23.915000,HARD,12.0,96.987,31.131,41.941,23.915,LEC,2024,Bahrain
24.0,0 days 00:01:36.924000,0 days 00:00:31.083000,0 days 00:00:41.904000,0 days 00:00:23.937000,HARD,13.0,96.924,31.083,41.904,23.937,LEC,2024,Bahrain
25.0,0 days 00:01:36.760000,0 days 00:00:31.059000,0 days 00:00:41.828000,0 days 00:00:23.873000,HARD,14.0,96.76,31.059,41.828,23.873,LEC,2024,Bahrain
26.0,0 days 00:01:36.810000,0 days 00:00:30.991000,0 days 00:00:41.901000,0 days 00:00:23.918000,HARD,15.0,96.81,30.991,41.901,23.918,LEC,2024,Bahrain
27.0,0 days 00:01:36.831000,0 days 00:00:31.081000,0 days 00:00:41.881000,0 days 00:00:23.869000,HARD,16.0,96.831,31.081,41.881,23.869,LEC,2024,Bahrain
28.0,0 days 00:01:36.907000,0 days 00:00:31.019000,0 days 00:00:41.971000,0 days 00:00:23.917000,HARD,17.0,96.907,31.019,41.971,23.917,LEC,2024,Bahrain
29.0,0 days 00:01:36.963000,0 days 00:00:30.974000,0 days 00:00:42.065000,0 days 00:00:23.924000,HARD,18.0,96.963,30.974,42.065,23.924,LEC,2024,Bahrain
30.0,0 days 00:01:37.158000,0 days 00:00:31.134000,0 days 00:00:42.030000,0 days 00:00:23.994000,HARD,19.0,97.158,31.134,42.03,23.994,LEC,2024,Bahrain
31.0,0 days 00:01:37.031000,0 days 00:00:30.999000,0 days 00:00:42.079000,0 days 00:00:23.953000,HARD,20.0,97.031,30.999,42.079,23.953,LEC,2024,Bahrain
32.0,0 days 00:01:36.941000,0 days 00:00:31.153000,0 days 00:00:41.922000,0 days 00:00:23.866000,HARD,21.0,96.941,31.153,41.922,23.866,LEC,2024,Bahrain
33.0,0 days 00:01:36.741000,0 days 00:00:30.990000,0 days 00:00:41.868000,0 days 00:00:23.883000,HARD,22.0,96.741,30.99,41.868,23.883,LEC,2024,Bahrain
34.0,0 days 00:01:39.614000,0 days 00:00:31.219000,0 days 00:00:41.932000,0 days 00:00:26.463000,HARD,23.0,99.614,31.219,41.932,26.463,LEC,2024,Bahrain
36.0,0 days 00:01:34.090000,0 days 00:00:30.063000,0 days 00:00:40.650000,0 days 00:00:23.377000,HARD,2.0,94.09,30.063,40.65,23.377,LEC,2024,Bahrain
37.0,0 days 00:01:34.897000,0 days 00:00:30.611000,0 days 00:00:40.962000,0 days 00:00:23.324000,HARD,3.0,94.897,30.611,40.962,23.324,LEC,2024,Bahrain
38.0,0 days 00:01:34.783000,0 days 00:00:30.550000,0 days 00:00:40.953000,0 days 00:00:23.280000,HARD,4.0,94.783,30.55,40.953,23.28,LEC,2024,Bahrain
39.0,0 days 00:01:35.087000,0 days 00:00:30.604000,0 days 00:00:41.077000,0 days 00:00:23.406000,HARD,5.0,95.087,30.604,41.077,23.406,LEC,2024,Bahrain
40.0,0 days 00:01:34.859000,0 days 00:00:30.507000,0 days 00:00:40.836000,0 days 00:00:23.516000,HARD,6.0,94.859,30.507,40.836,23.516,LEC,2024,Bahrain
41.0,0 days 00:01:35.028000,0 days 00:00:30.539000,0 days 00:00:41.033000,0 days 00:00:23.456000,HARD,7.0,95.028,30.539,41.033,23.456,LEC,2024,Bahrain
42.0,0 days 00:01:34.982000,0 days 00:00:30.413000,0 days 00:00:41.067000,0 days 00:00:23.502000,HARD,8.0,94.982,30.413,41.067,23.502,LEC,2024,Bahrain
43.0,0 days 00:01:35.192000,0 days 00:00:30.286000,0 days 00:00:41.367000,0 days 00:00:23.539000,HARD,9.0,95.192,30.286,41.367,23.539,LEC,2024,Bahrain
44.0,0 days 00:01:35.051000,0 days 00:00:30.468000,0 days 00:00:41.124000,0 days 00:00:23.459000,HARD,10.0,95.051,30.468,41.124,23.459,LEC,2024,Bahrain
45.0,0 days 00:01:35.220000,0 days 00:00:30.355000,0 days 00:00:41.281000,0 days 00:00:23.584000,HARD,11.0,95.22,30.355,41.281,23.584,LEC,2024,Bahrain
46.0,0 days 00:01:35.058000,0 days 00:00:30.238000,0 days 00:00:41.400000,0 days 00:00:23.420000,HARD,12.0,95.058,30.238,41.4,23.42,LEC,2024,Bahrain
47.0,0 days 00:01:35.057000,0 days 00:00:30.577000,0 days 00:00:41.115000,0 days 00:00:23.365000,HARD,13.0,95.057,30.577,41.115,23.365,LEC,2024,Bahrain
48.0,0 days 00:01:35.308000,0 days 00:00:30.640000,0 days 00:00:41.183000,0 days 00:00:23.485000,HARD,14.0,95.308,30.64,41.183,23.485,LEC,2024,Bahrain
49.0,0 days 00:01:35.302000,0 days 00:00:30.689000,0 days 00:00:41.120000,0 days 00:00:23.493000,HARD,15.0,95.302,30.689,41.12,23.493,LEC,2024,Bahrain
50.0,0 days 00:01:35.383000,0 days 00:00:30.639000,0 days 00:00:41.285000,0 days 00:00:23.459000,HARD,16.0,95.383,30.639,41.285,23.459,LEC,2024,Bahrain
51.0,0 days 00:01:35.418000,0 days 00:00:30.721000,0 days 00:00:41.116000,0 days 00:00:23.581000,HARD,17.0,95.418,30.721,41.116,23.581,LEC,2024,Bahrain
52.0,0 days 00:01:35.394000,0 days 00:00:30.693000,0 days 00:00:41.156000,0 days 00:00:23.545000,HARD,18.0,95.394,30.693,41.156,23.545,LEC,2024,Bahrain
53.0,0 days 00:01:35.480000,0 days 00:00:30.777000,0 days 00:00:41.227000,0 days 00:00:23.476000,HARD,19.0,95.48,30.777,41.227,23.476,LEC,2024,Bahrain
54.0,0 days 00:01:35.265000,0 days 00:00:30.700000,0 days 00:00:41.077000,0 days 00:00:23.488000,HARD,20.0,95.265,30.7,41.077,23.488,LEC,2024,Bahrain
55.0,0 days 00:01:35.785000,0 days 00:00:30.857000,0 days 00:00:41.308000,0 days 00:00:23.620000,HARD,21.0,95.785,30.857,41.308,23.62,LEC,2024,Bahrain
56.0,0 days 00:01:35.924000,0 days 00:00:30.744000,0 days 00:00:41.565000,0 days 00:00:23.615000,HARD,22.0,95.924,30.744,41.565,23.615,LEC,2024,Bahrain
57.0,0 days 00:01:36.324000,0 days 00:00:30.856000,0 days 00:00:41.655000,0 days 00:00:23.813000,HARD,23.0,96.324,30.856,41.655,23.813,LEC,2024,Bahrain
2.0,0 days 00:01:38.273000,0 days 00:00:31.287000,0 days 00:00:42.893000,0 days 00:00:24.093000,SOFT,5.0,98.273,31.287,42.893,24.093,HAM,2024,Bahrain
3.0,0 days 00:01:38.303000,0 days 00:00:31.062000,0 days 00:00:43.099000,0 days 00:00:24.142000,SOFT,6.0,98.303,31.062,43.099,24.142,HAM,2024,Bahrain
4.0,0 days 00:01:38.287000,0 days 00:00:30.983000,0 days 00:00:43.146000,0 days 00:00:24.158000,SOFT,7.0,98.287,30.983,43.146,24.158,HAM,2024,Bahrain
5.0,0 days 00:01:38.350000,0 days 00:00:31.140000,0 days 00:00:43.010000,0 days 00:00:24.200000,SOFT,8.0,98.35,31.14,43.01,24.2,HAM,2024,Bahrain
6.0,0 days 00:01:38.183000,0 days 00:00:31.124000,0 days 00:00:42.887000,0 days 00:00:24.172000,SOFT,9.0,98.183,31.124,42.887,24.172,HAM,2024,Bahrain
7.0,0 days 00:01:37.839000,0 days 00:00:30.829000,0 days 00:00:42.823000,0 days 00:00:24.187000,SOFT,10.0,97.839,30.829,42.823,24.187,HAM,2024,Bahrain
8.0,0 days 00:01:38.221000,0 days 00:00:31.079000,0 days 00:00:42.886000,0 days 00:00:24.256000,SOFT,11.0,98.221,31.079,42.886,24.256,HAM,2024,Bahrain
9.0,0 days 00:01:38.645000,0 days 00:00:31.088000,0 days 00:00:43.171000,0 days 00:00:24.386000,SOFT,12.0,98.645,31.088,43.171,24.386,HAM,2024,Bahrain
10.0,0 days 00:01:38.037000,0 days 00:00:30.931000,0 days 00:00:42.821000,0 days 00:00:24.285000,SOFT,13.0,98.037,30.931,42.821,24.285,HAM,2024,Bahrain
11.0,0 days 00:01:38.236000,0 days 00:00:31.279000,0 days 00:00:42.819000,0 days 00:00:24.138000,SOFT,14.0,98.236,31.279,42.819,24.138,HAM,2024,Bahrain
12.0,0 days 00:01:40.889000,0 days 00:00:31.206000,0 days 00:00:42.881000,0 days 00:00:26.802000,SOFT,15.0,100.889,31.206,42.881,26.802,HAM,2024,Bahrain
14.0,0 days 00:01:37.178000,0 days 00:00:31.073000,0 days 00:00:42.404000,0 days 00:00:23.701000,HARD,2.0,97.178,31.073,42.404,23.701,HAM,2024,Bahrain
15.0,0 days 00:01:37.264000,0 days 00:00:31.095000,0 days 00:00:42.315000,0 days 00:00:23.854000,HARD,3.0,97.264,31.095,42.315,23.854,HAM,2024,Bahrain
16.0,0 days 00:01:37.091000,0 days 00:00:31.165000,0 days 00:00:42.207000,0 days 00:00:23.719000,HARD,4.0,97.091,31.165,42.207,23.719,HAM,2024,Bahrain
17.0,0 days 00:01:37.111000,0 days 00:00:30.738000,0 days 00:00:42.640000,0 days 00:00:23.733000,HARD,5.0,97.111,30.738,42.64,23.733,HAM,2024,Bahrain
18.0,0 days 00:01:36.850000,0 days 00:00:30.825000,0 days 00:00:42.221000,0 days 00:00:23.804000,HARD,6.0,96.85,30.825,42.221,23.804,HAM,2024,Bahrain
19.0,0 days 00:01:36.694000,0 days 00:00:30.848000,0 days 00:00:42.131000,0 days 00:00:23.715000,HARD,7.0,96.694,30.848,42.131,23.715,HAM,2024,Bahrain
20.0,0 days 00:01:36.264000,0 days 00:00:30.768000,0 days 00:00:41.794000,0 days 00:00:23.702000,HARD,8.0,96.264,30.768,41.794,23.702,HAM,2024,Bahrain
21.0,0 days 00:01:36.510000,0 days 00:00:30.757000,0 days 00:00:42.003000,0 days 00:00:23.750000,HARD,9.0,96.51,30.757,42.003,23.75,HAM,2024,Bahrain
22.0,0 days 00:01:36.633000,0 days 00:00:30.733000,0 days 00:00:42.141000,0 days 00:00:23.759000,HARD,10.0,96.633,30.733,42.141,23.759,HAM,2024,Bahrain
23.0,0 days 00:01:36.717000,0 days 00:00:30.884000,0 days 00:00:42.063000,0 days 00:00:23.770000,HARD,11.0,96.717,30.884,42.063,23.77,HAM,2024,Bahrain
24.0,0 days 00:01:36.666000,0 days 00:00:30.826000,0 days 00:00:42.100000,0 days 00:00:23.740000,HARD,12.0,96.666,30.826,42.1,23.74,HAM,2024,Bahrain
25.0,0 days 00:01:36.919000,0 days 00:00:31.037000,0 days 00:00:42.090000,0 days 00:00:23.792000,HARD,13.0,96.919,31.037,42.09,23.792,HAM,2024,Bahrain
26.0,0 days 00:01:36.714000,0 days 00:00:30.847000,0 days 00:00:42.095000,0 days 00:00:23.772000,HARD,14.0,96.714,30.847,42.095,23.772,HAM,2024,Bahrain
27.0,0 days 00:01:37.201000,0 days 00:00:30.891000,0 days 00:00:42.390000,0 days 00:00:23.920000,HARD,15.0,97.201,30.891,42.39,23.92,HAM,2024,Bahrain
28.0,0 days 00:01:36.692000,0 days 00:00:30.907000,0 days 00:00:41.948000,0 days 00:00:23.837000,HARD,16.0,96.692,30.907,41.948,23.837,HAM,2024,Bahrain
29.0,0 days 00:01:36.786000,0 days 00:00:30.897000,0 days 00:00:42.023000,0 days 00:00:23.866000,HARD,17.0,96.786,30.897,42.023,23.866,HAM,2024,Bahrain
30.0,0 days 00:01:37.244000,0 days 00:00:30.945000,0 days 00:00:42.370000,0 days 00:00:23.929000,HARD,18.0,97.244,30.945,42.37,23.929,HAM,2024,Bahrain
31.0,0 days 00:01:36.975000,0 days 00:00:30.837000,0 days 00:00:42.175000,0 days 00:00:23.963000,HARD,19.0,96.975,30.837,42.175,23.963,HAM,2024,Bahrain
32.0,0 days 00:01:37.325000,0 days 00:00:31.076000,0 days 00:00:42.235000,0 days 00:00:24.014000,HARD,20.0,97.325,31.076,42.235,24.014,HAM,2024,Bahrain
33.0,0 days 00:01:39.696000,0 days 00:00:30.937000,0 days 00:00:42.399000,0 days 00:00:26.360000,HARD,21.0,99.696,30.937,42.399,26.36,HAM,2024,Bahrain
35.0,0 days 00:01:35.489000,0 days 00:00:30.776000,0 days 00:00:41.304000,0 days 00:00:23.409000,HARD,2.0,95.489,30.776,41.304,23.409,HAM,2024,Bahrain
36.0,0 days 00:01:35.279000,0 days 00:00:30.303000,0 days 00:00:41.653000,0 days 00:00:23.323000,HARD,3.0,95.279,30.303,41.653,23.323,HAM,2024,Bahrain
37.0,0 days 00:01:35.597000,0 days 00:00:30.384000,0 days 00:00:41.575000,0 days 00:00:23.638000,HARD,4.0,95.597,30.384,41.575,23.638,HAM,2024,Bahrain
38.0,0 days 00:01:34.966000,0 days 00:00:30.060000,0 days 00:00:41.423000,0 days 00:00:23.483000,HARD,5.0,94.966,30.06,41.423,23.483,HAM,2024,Bahrain
39.0,0 days 00:01:34.722000,0 days 00:00:30.170000,0 days 00:00:41.159000,0 days 00:00:23.393000,HARD,6.0,94.722,30.17,41.159,23.393,HAM,2024,Bahrain
40.0,0 days 00:01:35.041000,0 days 00:00:30.443000,0 days 00:00:41.198000,0 days 00:00:23.400000,HARD,7.0,95.041,30.443,41.198,23.4,HAM,2024,Bahrain
41.0,0 days 00:01:34.940000,0 days 00:00:30.463000,0 days 00:00:41.116000,0 days 00:00:23.361000,HARD,8.0,94.94,30.463,41.116,23.361,HAM,2024,Bahrain
42.0,0 days 00:01:34.996000,0 days 00:00:30.426000,0 days 00:00:41.130000,0 days 00:00:23.440000,HARD,9.0,94.996,30.426,41.13,23.44,HAM,2024,Bahrain
43.0,0 days 00:01:34.935000,0 days 00:00:30.437000,0 days 00:00:41.134000,0 days 00:00:23.364000,HARD,10.0,94.935,30.437,41.134,23.364,HAM,2024,Bahrain
44.0,0 days 00:01:35.169000,0 days 00:00:30.494000,0 days 00:00:41.229000,0 days 00:00:23.446000,HARD,11.0,95.169,30.494,41.229,23.446,HAM,2024,Bahrain
45.0,0 days 00:01:35.184000,0 days 00:00:30.483000,0 days 00:00:41.299000,0 days 00:00:23.402000,HARD,12.0,95.184,30.483,41.299,23.402,HAM,2024,Bahrain
46.0,0 days 00:01:35.285000,0 days 00:00:30.569000,0 days 00:00:41.258000,0 days 00:00:23.458000,HARD,13.0,95.285,30.569,41.258,23.458,HAM,2024,Bahrain
47.0,0 days 00:01:35.226000,0 days 00:00:30.514000,0 days 00:00:41.311000,0 days 00:00:23.401000,HARD,14.0,95.226,30.514,41.311,23.401,HAM,2024,Bahrain
48.0,0 days 00:01:36.165000,0 days 00:00:30.691000,0 days 00:00:41.926000,0 days 00:00:23.548000,HARD,15.0,96.165,30.691,41.926,23.548,HAM,2024,Bahrain
49.0,0 days 00:01:35.914000,0 days 00:00:30.616000,0 days 00:00:41.819000,0 days 00:00:23.479000,HARD,16.0,95.914,30.616,41.819,23.479,HAM,2024,Bahrain
50.0,0 days 00:01:35.612000,0 days 00:00:30.655000,0 days 00:00:41.454000,0 days 00:00:23.503000,HARD,17.0,95.612,30.655,41.454,23.503,HAM,2024,Bahrain
51.0,0 days 00:01:35.532000,0 days 00:00:30.597000,0 days 00:00:41.403000,0 days 00:00:23.532000,HARD,18.0,95.532,30.597,41.403,23.532,HAM,2024,Bahrain
52.0,0 days 00:01:35.479000,0 days 00:00:30.578000,0 days 00:00:41.382000,0 days 00:00:23.519000,HARD,19.0,95.479,30.578,41.382,23.519,HAM,2024,Bahrain
53.0,0 days 00:01:35.550000,0 days 00:00:30.643000,0 days 00:00:41.252000,0 days 00:00:23.655000,HARD,20.0,95.55,30.643,41.252,23.655,HAM,2024,Bahrain
54.0,0 days 00:01:35.974000,0 days 00:00:30.792000,0 days 00:00:41.706000,0 days 00:00:23.476000,HARD,21.0,95.974,30.792,41.706,23.476,HAM,2024,Bahrain
55.0,0 days 00:01:35.633000,0 days 00:00:30.602000,0 days 00:00:41.487000,0 days 00:00:23.544000,HARD,22.0,95.633,30.602,41.487,23.544,HAM,2024,Bahrain
56.0,0 days 00:01:35.706000,0 days 00:00:30.597000,0 days 00:00:41.564000,0 days 00:00:23.545000,HARD,23.0,95.706,30.597,41.564,23.545,HAM,2024,Bahrain
57.0,0 days 00:01:36.138000,0 days 00:00:30.687000,0 days 00:00:41.847000,0 days 00:00:23.604000,HARD,24.0,96.138,30.687,41.847,23.604,HAM,2024,Bahrain
2.0,0 days 00:01:38.010000,0 days 00:00:31.353000,0 days 00:00:42.618000,0 days 00:00:24.039000,SOFT,5.0,98.01,31.353,42.618,24.039,NOR,2024,Bahrain
3.0,0 days 00:01:37.787000,0 days 00:00:31.112000,0 days 00:00:42.476000,0 days 00:00:24.199000,SOFT,6.0,97.787,31.112,42.476,24.199,NOR,2024,Bahrain
4.0,0 days 00:01:37.450000,0 days 00:00:31.115000,0 days 00:00:42.193000,0 days 00:00:24.142000,SOFT,7.0,97.45,31.115,42.193,24.142,NOR,2024,Bahrain
5.0,0 days 00:01:37.794000,0 days 00:00:31.258000,0 days 00:00:42.379000,0 days 00:00:24.157000,SOFT,8.0,97.794,31.258,42.379,24.157,NOR,2024,Bahrain
6.0,0 days 00:01:37.896000,0 days 00:00:31.027000,0 days 00:00:42.622000,0 days 00:00:24.247000,SOFT,9.0,97.896,31.027,42.622,24.247,NOR,2024,Bahrain
7.0,0 days 00:01:37.860000,0 days 00:00:31.074000,0 days 00:00:42.514000,0 days 00:00:24.272000,SOFT,10.0,97.86,31.074,42.514,24.272,NOR,2024,Bahrain
8.0,0 days 00:01:38.134000,0 days 00:00:31.171000,0 days 00:00:42.688000,0 days 00:00:24.275000,SOFT,11.0,98.134,31.171,42.688,24.275,NOR,2024,Bahrain
9.0,0 days 00:01:38.064000,0 days 00:00:31.051000,0 days 00:00:42.721000,0 days 00:00:24.292000,SOFT,12.0,98.064,31.051,42.721,24.292,NOR,2024,Bahrain
10.0,0 days 00:01:37.936000,0 days 00:00:31.019000,0 days 00:00:42.563000,0 days 00:00:24.354000,SOFT,13.0,97.936,31.019,42.563,24.354,NOR,2024,Bahrain
11.0,0 days 00:01:38.172000,0 days 00:00:31.163000,0 days 00:00:42.740000,0 days 00:00:24.269000,SOFT,14.0,98.172,31.163,42.74,24.269,NOR,2024,Bahrain
12.0,0 days 00:01:38.082000,0 days 00:00:31.232000,0 days 00:00:42.561000,0 days 00:00:24.289000,SOFT,15.0,98.082,31.232,42.561,24.289,NOR,2024,Bahrain
13.0,0 days 00:01:40.635000,0 days 00:00:31.225000,0 days 00:00:42.508000,0 days 00:00:26.902000,SOFT,16.0,100.635,31.225,42.508,26.902,NOR,2024,Bahrain
15.0,0 days 00:01:36.912000,0 days 00:00:31.011000,0 days 00:00:42.058000,0 days 00:00:23.843000,HARD,2.0,96.912,31.011,42.058,23.843,NOR,2024,Bahrain
16.0,0 days 00:01:36.565000,0 days 00:00:30.716000,0 days 00:00:42.031000,0 days 00:00:23.818000,HARD,3.0,96.565,30.716,42.031,23.818,NOR,2024,Bahrain
17.0,0 days 00:01:36.776000,0 days 00:00:31.049000,0 days 00:00:41.973000,0 days 00:00:23.754000,HARD,4.0,96.776,31.049,41.973,23.754,NOR,2024,Bahrain
18.0,0 days 00:01:36.508000,0 days 00:00:30.803000,0 days 00:00:41.777000,0 days 00:00:23.928000,HARD,5.0,96.508,30.803,41.777,23.928,NOR,2024,Bahrain
19.0,0 days 00:01:36.416000,0 days 00:00:30.870000,0 days 00:00:41.774000,0 days 00:00:23.772000,HARD,6.0,96.416,30.87,41.774,23.772,NOR,2024,Bahrain
20.0,0 days 00:01:36.501000,0 days 00:00:30.817000,0 days 00:00:41.871000,0 days 00:00:23.813000,HARD,7.0,96.501,30.817,41.871,23.813,NOR,2024,Bahrain
21.0,0 days 00:01:36.620000,0 days 00:00:30.889000,0 days 00:00:41.825000,0 days 00:00:23.906000,HARD,8.0,96.62,30.889,41.825,23.906,NOR,2024,Bahrain
22.0,0 days 00:01:36.668000,0 days 00:00:30.839000,0 days 00:00:41.822000,0 days 00:00:24.007000,HARD,9.0,96.668,30.839,41.822,24.007,NOR,2024,Bahrain
23.0,0 days 00:01:36.696000,0 days 00:00:30.920000,0 days 00:00:41.877000,0 days 00:00:23.899000,HARD,10.0,96.696,30.92,41.877,23.899,NOR,2024,Bahrain
24.0,0 days 00:01:36.823000,0 days 00:00:30.890000,0 days 00:00:42.047000,0 days 00:00:23.886000,HARD,11.0,96.823,30.89,42.047,23.886,NOR,2024,Bahrain
25.0,0 days 00:01:36.730000,0 days 00:00:30.923000,0 days 00:00:41.924000,0 days 00:00:23.883000,HARD,12.0,96.73,30.923,41.924,23.883,NOR,2024,Bahrain
26.0,0 days 00:01:36.566000,0 days 00:00:30.845000,0 days 00:00:41.878000,0 days 00:00:23.843000,HARD,13.0,96.566,30.845,41.878,23.843,NOR,2024,Bahrain
27.0,0 days 00:01:36.726000,0 days 00:00:30.873000,0 days 00:00:41.939000,0 days 00:00:23.914000,HARD,14.0,96.726,30.873,41.939,23.914,NOR,2024,Bahrain
28.0,0 days 00:01:37.018000,0 days 00:00:30.980000,0 days 00:00:41.984000,0 days 00:00:24.054000,HARD,15.0,97.018,30.98,41.984,24.054,NOR,2024,Bahrain
29.0,0 days 00:01:37.041000,0 days 00:00:30.879000,0 days 00:00:42.160000,0 days 00:00:24.002000,HARD,16.0,97.041,30.879,42.16,24.002,NOR,2024,Bahrain
30.0,0 days 00:01:36.986000,0 days 00:00:30.946000,0 days 00:00:42.076000,0 days 00:00:23.964000,HARD,17.0,96.986,30.946,42.076,23.964,NOR,2024,Bahrain
