LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,LapTimeSec,Sector1Sec,Sector2Sec,Sector3Sec,Driver,Year,GP
9.0,0 days 00:01:40.783000,0 days 00:00:31.843000,0 days 00:00:43.980000,0 days 00:00:24.960000,SOFT,9.0,100.783,31.843,43.98,24.96,NOR,2023,Bahrain
12.0,0 days 00:01:39.314000,0 days 00:00:31.825000,0 days 00:00:43.134000,0 days 00:00:24.355000,HARD,2.0,99.314,31.825,43.134,24.355,NOR,2023,Bahrain
13.0,0 days 00:01:39.510000,0 days 00:00:31.740000,0 days 00:00:43.246000,0 days 00:00:24.524000,HARD,3.0,99.51,31.74,43.246,24.524,NOR,2023,Bahrain
14.0,0 days 00:01:39.243000,0 days 00:00:31.728000,0 days 00:00:43.150000,0 days 00:00:24.365000,HARD,4.0,99.243,31.728,43.15,24.365,NOR,2023,Bahrain
15.0,0 days 00:01:38.870000,0 days 00:00:31.562000,0 days 00:00:42.936000,0 days 00:00:24.372000,HARD,5.0,98.87,31.562,42.936,24.372,NOR,2023,Bahrain
16.0,0 days 00:01:38.860000,0 days 00:00:31.537000,0 days 00:00:42.928000,0 days 00:00:24.395000,HARD,6.0,98.86,31.537,42.928,24.395,NOR,2023,Bahrain
17.0,0 days 00:01:41.501000,0 days 00:00:31.573000,0 days 00:00:42.806000,0 days 00:00:27.122000,HARD,7.0,101.501,31.573,42.806,27.122,NOR,2023,Bahrain
19.0,0 days 00:01:37.966000,0 days 00:00:31.206000,0 days 00:00:42.704000,0 days 00:00:24.056000,SOFT,5.0,97.966,31.206,42.704,24.056,NOR,2023,Bahrain
20.0,0 days 00:01:38.345000,0 days 00:00:31.318000,0 days 00:00:42.762000,0 days 00:00:24.265000,SOFT,6.0,98.345,31.318,42.762,24.265,NOR,2023,Bahrain
21.0,0 days 00:01:38.297000,0 days 00:00:31.319000,0 days 00:00:42.673000,0 days 00:00:24.305000,SOFT,7.0,98.297,31.319,42.673,24.305,NOR,2023,Bahrain
22.0,0 days 00:01:38.908000,0 days 00:00:31.306000,0 days 00:00:43.305000,0 days 00:00:24.297000,SOFT,8.0,98.908,31.306,43.305,24.297,NOR,2023,Bahrain
23.0,0 days 00:01:38.291000,0 days 00:00:31.283000,0 days 00:00:42.726000,0 days 00:00:24.282000,SOFT,9.0,98.291,31.283,42.726,24.282,NOR,2023,Bahrain
24.0,0 days 00:01:38.696000,0 days 00:00:31.468000,0 days 00:00:42.973000,0 days 00:00:24.255000,SOFT,10.0,98.696,31.468,42.973,24.255,NOR,2023,Bahrain
25.0,0 days 00:01:38.447000,0 days 00:00:31.438000,0 days 00:00:42.732000,0 days 00:00:24.277000,SOFT,11.0,98.447,31.438,42.732,24.277,NOR,2023,Bahrain
26.0,0 days 00:01:38.440000,0 days 00:00:31.441000,0 days 00:00:42.713000,0 days 00:00:24.286000,SOFT,12.0,98.44,31.441,42.713,24.286,NOR,2023,Bahrain
27.0,0 days 00:01:40.973000,0 days 00:00:31.514000,0 days 00:00:42.723000,0 days 00:00:26.736000,SOFT,13.0,100.973,31.514,42.723,26.736,NOR,2023,Bahrain
29.0,0 days 00:01:37.260000,0 days 00:00:31.144000,0 days 00:00:42.226000,0 days 00:00:23.890000,MEDIUM,2.0,97.26,31.144,42.226,23.89,NOR,2023,Bahrain
30.0,0 days 00:01:37.605000,0 days 00:00:31.235000,0 days 00:00:42.354000,0 days 00:00:24.016000,MEDIUM,3.0,97.605,31.235,42.354,24.016,NOR,2023,Bahrain
31.0,0 days 00:01:37.768000,0 days 00:00:31.174000,0 days 00:00:42.459000,0 days 00:00:24.135000,MEDIUM,4.0,97.768,31.174,42.459,24.135,NOR,2023,Bahrain
32.0,0 days 00:01:38.111000,0 days 00:00:31.113000,0 days 00:00:42.775000,0 days 00:00:24.223000,MEDIUM,5.0,98.111,31.113,42.775,24.223,NOR,2023,Bahrain
33.0,0 days 00:01:37.520000,0 days 00:00:30.999000,0 days 00:00:42.476000,0 days 00:00:24.045000,MEDIUM,6.0,97.52,30.999,42.476,24.045,NOR,2023,Bahrain
34.0,0 days 00:01:37.987000,0 days 00:00:31.333000,0 days 00:00:42.606000,0 days 00:00:24.048000,MEDIUM,7.0,97.987,31.333,42.606,24.048,NOR,2023,Bahrain
35.0,0 days 00:01:37.870000,0 days 00:00:31.336000,0 days 00:00:42.535000,0 days 00:00:23.999000,MEDIUM,8.0,97.87,31.336,42.535,23.999,NOR,2023,Bahrain
36.0,0 days 00:01:39.886000,0 days 00:00:32.216000,0 days 00:00:43.423000,0 days 00:00:24.247000,MEDIUM,9.0,99.886,32.216,43.423,24.247,NOR,2023,Bahrain
37.0,0 days 00:01:40.197000,0 days 00:00:31.376000,0 days 00:00:42.461000,0 days 00:00:26.360000,MEDIUM,10.0,100.197,31.376,42.461,26.36,NOR,2023,Bahrain
39.0,0 days 00:01:38.347000,0 days 00:00:30.941000,0 days 00:00:43.025000,0 days 00:00:24.381000,HARD,2.0,98.347,30.941,43.025,24.381,NOR,2023,Bahrain
41.0,0 days 00:01:36.705000,0 days 00:00:31.101000,0 days 00:00:41.670000,0 days 00:00:23.934000,HARD,4.0,96.705,31.101,41.67,23.934,NOR,2023,Bahrain
42.0,0 days 00:01:36.668000,0 days 00:00:30.948000,0 days 00:00:41.864000,0 days 00:00:23.856000,HARD,5.0,96.668,30.948,41.864,23.856,NOR,2023,Bahrain
43.0,0 days 00:01:36.687000,0 days 00:00:30.898000,0 days 00:00:41.964000,0 days 00:00:23.825000,HARD,6.0,96.687,30.898,41.964,23.825,NOR,2023,Bahrain
44.0,0 days 00:01:37.219000,0 days 00:00:30.936000,0 days 00:00:42.401000,0 days 00:00:23.882000,HARD,7.0,97.219,30.936,42.401,23.882,NOR,2023,Bahrain
45.0,0 days 00:01:37.426000,0 days 00:00:31.112000,0 days 00:00:42.179000,0 days 00:00:24.135000,HARD,8.0,97.426,31.112,42.179,24.135,NOR,2023,Bahrain
46.0,0 days 00:01:37.656000,0 days 00:00:31.106000,0 days 00:00:42.351000,0 days 00:00:24.199000,HARD,9.0,97.656,31.106,42.351,24.199,NOR,2023,Bahrain
47.0,0 days 00:01:40.433000,0 days 00:00:30.951000,0 days 00:00:42.710000,0 days 00:00:26.772000,HARD,10.0,100.433,30.951,42.71,26.772,NOR,2023,Bahrain
49.0,0 days 00:01:39.080000,0 days 00:00:31.867000,0 days 00:00:42.987000,0 days 00:00:24.226000,SOFT,6.0,99.08,31.867,42.987,24.226,NOR,2023,Bahrain
50.0,0 days 00:01:35.257000,0 days 00:00:30.533000,0 days 00:00:41.130000,0 days 00:00:23.594000,SOFT,7.0,95.257,30.533,41.13,23.594,NOR,2023,Bahrain
51.0,0 days 00:01:35.822000,0 days 00:00:30.749000,0 days 00:00:41.366000,0 days 00:00:23.707000,SOFT,8.0,95.822,30.749,41.366,23.707,NOR,2023,Bahrain
52.0,0 days 00:01:36.152000,0 days 00:00:30.747000,0 days 00:00:41.651000,0 days 00:00:23.754000,SOFT,9.0,96.152,30.747,41.651,23.754,NOR,2023,Bahrain
53.0,0 days 00:01:36.500000,0 days 00:00:30.909000,0 days 00:00:41.607000,0 days 00:00:23.984000,SOFT,10.0,96.5,30.909,41.607,23.984,NOR,2023,Bahrain
54.0,0 days 00:01:39.789000,0 days 00:00:30.938000,0 days 00:00:42.162000,0 days 00:00:26.689000,SOFT,11.0,99.789,30.938,42.162,26.689,NOR,2023,Bahrain
1.0,0 days 00:01:41.659000,,0 days 00:00:43.409000,0 days 00:00:24.190000,SOFT,4.0,101.659,,43.409,24.19,SAI,2023,Bahrain
2.0,0 days 00:01:38.933000,0 days 00:00:31.451000,0 days 00:00:43.164000,0 days 00:00:24.318000,SOFT,5.0,98.933,31.451,43.164,24.318,SAI,2023,Bahrain
3.0,0 days 00:01:39.042000,0 days 00:00:31.374000,0 days 00:00:43.257000,0 days 00:00:24.411000,SOFT,6.0,99.042,31.374,43.257,24.411,SAI,2023,Bahrain
4.0,0 days 00:01:38.985000,0 days 00:00:31.192000,0 days 00:00:43.306000,0 days 00:00:24.487000,SOFT,7.0,98.985,31.192,43.306,24.487,SAI,2023,Bahrain
5.0,0 days 00:01:39.128000,0 days 00:00:31.048000,0 days 00:00:43.623000,0 days 00:00:24.457000,SOFT,8.0,99.128,31.048,43.623,24.457,SAI,2023,Bahrain
6.0,0 days 00:01:39.474000,0 days 00:00:31.469000,0 days 00:00:43.498000,0 days 00:00:24.507000,SOFT,9.0,99.474,31.469,43.498,24.507,SAI,2023,Bahrain
7.0,0 days 00:01:39.502000,0 days 00:00:31.546000,0 days 00:00:43.469000,0 days 00:00:24.487000,SOFT,10.0,99.502,31.546,43.469,24.487,SAI,2023,Bahrain
8.0,0 days 00:01:39.779000,0 days 00:00:31.674000,0 days 00:00:43.598000,0 days 00:00:24.507000,SOFT,11.0,99.779,31.674,43.598,24.507,SAI,2023,Bahrain
9.0,0 days 00:01:39.744000,0 days 00:00:31.602000,0 days 00:00:43.608000,0 days 00:00:24.534000,SOFT,12.0,99.744,31.602,43.608,24.534,SAI,2023,Bahrain
10.0,0 days 00:01:40.102000,0 days 00:00:31.764000,0 days 00:00:43.676000,0 days 00:00:24.662000,SOFT,13.0,100.102,31.764,43.676,24.662,SAI,2023,Bahrain
11.0,0 days 00:01:40.507000,0 days 00:00:31.836000,0 days 00:00:43.996000,0 days 00:00:24.675000,SOFT,14.0,100.507,31.836,43.996,24.675,SAI,2023,Bahrain
12.0,0 days 00:01:40.520000,0 days 00:00:31.776000,0 days 00:00:44.006000,0 days 00:00:24.738000,SOFT,15.0,100.52,31.776,44.006,24.738,SAI,2023,Bahrain
13.0,0 days 00:01:43.310000,0 days 00:00:31.930000,0 days 00:00:43.823000,0 days 00:00:27.557000,SOFT,16.0,103.31,31.93,43.823,27.557,SAI,2023,Bahrain
15.0,0 days 00:01:37.985000,0 days 00:00:31.107000,0 days 00:00:42.860000,0 days 00:00:24.018000,HARD,2.0,97.985,31.107,42.86,24.018,SAI,2023,Bahrain
16.0,0 days 00:01:38.433000,0 days 00:00:31.232000,0 days 00:00:43.011000,0 days 00:00:24.190000,HARD,3.0,98.433,31.232,43.011,24.19,SAI,2023,Bahrain
17.0,0 days 00:01:38.161000,0 days 00:00:31.234000,0 days 00:00:42.911000,0 days 00:00:24.016000,HARD,4.0,98.161,31.234,42.911,24.016,SAI,2023,Bahrain
18.0,0 days 00:01:38.287000,0 days 00:00:31.283000,0 days 00:00:42.950000,0 days 00:00:24.054000,HARD,5.0,98.287,31.283,42.95,24.054,SAI,2023,Bahrain
19.0,0 days 00:01:38.210000,0 days 00:00:31.208000,0 days 00:00:42.939000,0 days 00:00:24.063000,HARD,6.0,98.21,31.208,42.939,24.063,SAI,2023,Bahrain
20.0,0 days 00:01:38.096000,0 days 00:00:31.272000,0 days 00:00:42.826000,0 days 00:00:23.998000,HARD,7.0,98.096,31.272,42.826,23.998,SAI,2023,Bahrain
21.0,0 days 00:01:38.240000,0 days 00:00:31.305000,0 days 00:00:42.957000,0 days 00:00:23.978000,HARD,8.0,98.24,31.305,42.957,23.978,SAI,2023,Bahrain
22.0,0 days 00:01:38.453000,0 days 00:00:31.288000,0 days 00:00:43.137000,0 days 00:00:24.028000,HARD,9.0,98.453,31.288,43.137,24.028,SAI,2023,Bahrain
23.0,0 days 00:01:38.597000,0 days 00:00:31.483000,0 days 00:00:43.147000,0 days 00:00:23.967000,HARD,10.0,98.597,31.483,43.147,23.967,SAI,2023,Bahrain
24.0,0 days 00:01:38.314000,0 days 00:00:31.442000,0 days 00:00:42.878000,0 days 00:00:23.994000,HARD,11.0,98.314,31.442,42.878,23.994,SAI,2023,Bahrain
25.0,0 days 00:01:38.571000,0 days 00:00:31.282000,0 days 00:00:43.172000,0 days 00:00:24.117000,HARD,12.0,98.571,31.282,43.172,24.117,SAI,2023,Bahrain
26.0,0 days 00:01:38.331000,0 days 00:00:31.316000,0 days 00:00:42.976000,0 days 00:00:24.039000,HARD,13.0,98.331,31.316,42.976,24.039,SAI,2023,Bahrain
27.0,0 days 00:01:38.423000,0 days 00:00:31.448000,0 days 00:00:42.994000,0 days 00:00:23.981000,HARD,14.0,98.423,31.448,42.994,23.981,SAI,2023,Bahrain
28.0,0 days 00:01:38.474000,0 days 00:00:31.422000,0 days 00:00:42.956000,0 days 00:00:24.096000,HARD,15.0,98.474,31.422,42.956,24.096,SAI,2023,Bahrain
29.0,0 days 00:01:38.550000,0 days 00:00:31.436000,0 days 00:00:42.983000,0 days 00:00:24.131000,HARD,16.0,98.55,31.436,42.983,24.131,SAI,2023,Bahrain
30.0,0 days 00:01:38.601000,0 days 00:00:31.445000,0 days 00:00:43.033000,0 days 00:00:24.123000,HARD,17.0,98.601,31.445,43.033,24.123,SAI,2023,Bahrain
31.0,0 days 00:01:41.274000,0 days 00:00:31.438000,0 days 00:00:43.032000,0 days 00:00:26.804000,HARD,18.0,101.274,31.438,43.032,26.804,SAI,2023,Bahrain
33.0,0 days 00:01:37.548000,0 days 00:00:31.270000,0 days 00:00:42.650000,0 days 00:00:23.628000,HARD,2.0,97.548,31.27,42.65,23.628,SAI,2023,Bahrain
34.0,0 days 00:01:37.475000,0 days 00:00:31.149000,0 days 00:00:42.615000,0 days 00:00:23.711000,HARD,3.0,97.475,31.149,42.615,23.711,SAI,2023,Bahrain
35.0,0 days 00:01:37.441000,0 days 00:00:31.161000,0 days 00:00:42.601000,0 days 00:00:23.679000,HARD,4.0,97.441,31.161,42.601,23.679,SAI,2023,Bahrain
36.0,0 days 00:01:37.706000,0 days 00:00:31.197000,0 days 00:00:42.728000,0 days 00:00:23.781000,HARD,5.0,97.706,31.197,42.728,23.781,SAI,2023,Bahrain
37.0,0 days 00:01:37.130000,0 days 00:00:31.018000,0 days 00:00:42.443000,0 days 00:00:23.669000,HARD,6.0,97.13,31.018,42.443,23.669,SAI,2023,Bahrain
38.0,0 days 00:01:37.444000,0 days 00:00:31.096000,0 days 00:00:42.608000,0 days 00:00:23.740000,HARD,7.0,97.444,31.096,42.608,23.74,SAI,2023,Bahrain
39.0,0 days 00:01:37.403000,0 days 00:00:31.044000,0 days 00:00:42.593000,0 days 00:00:23.766000,HARD,8.0,97.403,31.044,42.593,23.766,SAI,2023,Bahrain
40.0,0 days 00:01:37.587000,0 days 00:00:31.207000,0 days 00:00:42.653000,0 days 00:00:23.727000,HARD,9.0,97.587,31.207,42.653,23.727,SAI,2023,Bahrain
42.0,0 days 00:01:37.375000,0 days 00:00:31.107000,0 days 00:00:42.449000,0 days 00:00:23.819000,HARD,11.0,97.375,31.107,42.449,23.819,SAI,2023,Bahrain
43.0,0 days 00:01:37.294000,0 days 00:00:31.141000,0 days 00:00:42.431000,0 days 00:00:23.722000,HARD,12.0,97.294,31.141,42.431,23.722,SAI,2023,Bahrain
44.0,0 days 00:01:37.389000,0 days 00:00:31.200000,0 days 00:00:42.482000,0 days 00:00:23.707000,HARD,13.0,97.389,31.2,42.482,23.707,SAI,2023,Bahrain
45.0,0 days 00:01:39.561000,0 days 00:00:31.572000,0 days 00:00:43.669000,0 days 00:00:24.320000,HARD,14.0,99.561,31.572,43.669,24.32,SAI,2023,Bahrain
46.0,0 days 00:01:37.844000,0 days 00:00:30.975000,0 days 00:00:42.701000,0 days 00:00:24.168000,HARD,15.0,97.844,30.975,42.701,24.168,SAI,2023,Bahrain
47.0,0 days 00:01:38.222000,0 days 00:00:31.548000,0 days 00:00:42.699000,0 days 00:00:23.975000,HARD,16.0,98.222,31.548,42.699,23.975,SAI,2023,Bahrain
48.0,0 days 00:01:37.897000,0 days 00:00:31.407000,0 days 00:00:42.577000,0 days 00:00:23.913000,HARD,17.0,97.897,31.407,42.577,23.913,SAI,2023,Bahrain
49.0,0 days 00:01:37.765000,0 days 00:00:31.407000,0 days 00:00:42.490000,0 days 00:00:23.868000,HARD,18.0,97.765,31.407,42.49,23.868,SAI,2023,Bahrain
50.0,0 days 00:01:37.604000,0 days 00:00:31.261000,0 days 00:00:42.436000,0 days 00:00:23.907000,HARD,19.0,97.604,31.261,42.436,23.907,SAI,2023,Bahrain
51.0,0 days 00:01:37.672000,0 days 00:00:31.269000,0 days 00:00:42.491000,0 days 00:00:23.912000,HARD,20.0,97.672,31.269,42.491,23.912,SAI,2023,Bahrain
52.0,0 days 00:01:37.490000,0 days 00:00:31.184000,0 days 00:00:42.381000,0 days 00:00:23.925000,HARD,21.0,97.49,31.184,42.381,23.925,SAI,2023,Bahrain
53.0,0 days 00:01:37.660000,0 days 00:00:31.248000,0 days 00:00:42.531000,0 days 00:00:23.881000,HARD,22.0,97.66,31.248,42.531,23.881,SAI,2023,Bahrain
54.0,0 days 00:01:37.694000,0 days 00:00:31.234000,0 days 00:00:42.543000,0 days 00:00:23.917000,HARD,23.0,97.694,31.234,42.543,23.917,SAI,2023,Bahrain
55.0,0 days 00:01:37.821000,0 days 00:00:31.310000,0 days 00:00:42.638000,0 days 00:00:23.873000,HARD,24.0,97.821,31.31,42.638,23.873,SAI,2023,Bahrain
56.0,0 days 00:01:38.126000,0 days 00:00:31.403000,0 days 00:00:42.736000,0 days 00:00:23.987000,HARD,25.0,98.126,31.403,42.736,23.987,SAI,2023,Bahrain
57.0,0 days 00:01:38.021000,0 days 00:00:31.244000,0 days 00:00:42.749000,0 days 00:00:24.028000,HARD,26.0,98.021,31.244,42.749,24.028,SAI,2023,Bahrain
1.0,0 days 00:01:41.063000,,0 days 00:00:43.216000,0 days 00:00:24.069000,SOFT,4.0,101.063,,43.216,24.069,PER,2023,Bahrain
2.0,0 days 00:01:38.862000,0 days 00:00:31.532000,0 days 00:00:43.116000,0 days 00:00:24.214000,SOFT,5.0,98.862,31.532,43.116,24.214,PER,2023,Bahrain
3.0,0 days 00:01:38.830000,0 days 00:00:31.397000,0 days 00:00:43.146000,0 days 00:00:24.287000,SOFT,6.0,98.83,31.397,43.146,24.287,PER,2023,Bahrain
4.0,0 days 00:01:38.758000,0 days 00:00:31.404000,0 days 00:00:43.108000,0 days 00:00:24.246000,SOFT,7.0,98.758,31.404,43.108,24.246,PER,2023,Bahrain
5.0,0 days 00:01:38.404000,0 days 00:00:31.231000,0 days 00:00:42.944000,0 days 00:00:24.229000,SOFT,8.0,98.404,31.231,42.944,24.229,PER,2023,Bahrain
6.0,0 days 00:01:38.718000,0 days 00:00:31.276000,0 days 00:00:43.043000,0 days 00:00:24.399000,SOFT,9.0,98.718,31.276,43.043,24.399,PER,2023,Bahrain
7.0,0 days 00:01:38.804000,0 days 00:00:31.214000,0 days 00:00:43.174000,0 days 00:00:24.416000,SOFT,10.0,98.804,31.214,43.174,24.416,PER,2023,Bahrain
8.0,0 days 00:01:39.172000,0 days 00:00:31.580000,0 days 00:00:43.193000,0 days 00:00:24.399000,SOFT,11.0,99.172,31.58,43.193,24.399,PER,2023,Bahrain
9.0,0 days 00:01:38.914000,0 days 00:00:31.464000,0 days 00:00:43.077000,0 days 00:00:24.373000,SOFT,12.0,98.914,31.464,43.077,24.373,PER,2023,Bahrain
10.0,0 days 00:01:39.085000,0 days 00:00:31.434000,0 days 00:00:43.270000,0 days 00:00:24.381000,SOFT,13.0,99.085,31.434,43.27,24.381,PER,2023,Bahrain
11.0,0 days 00:01:39.249000,0 days 00:00:31.632000,0 days 00:00:43.188000,0 days 00:00:24.429000,SOFT,14.0,99.249,31.632,43.188,24.429,PER,2023,Bahrain
12.0,0 days 00:01:39.197000,0 days 00:00:31.527000,0 days 00:00:43.252000,0 days 00:00:24.418000,SOFT,15.0,99.197,31.527,43.252,24.418,PER,2023,Bahrain
13.0,0 days 00:01:39.336000,0 days 00:00:31.570000,0 days 00:00:43.298000,0 days 00:00:24.468000,SOFT,16.0,99.336,31.57,43.298,24.468,PER,2023,Bahrain
14.0,0 days 00:01:38.739000,0 days 00:00:31.411000,0 days 00:00:42.993000,0 days 00:00:24.335000,SOFT,17.0,98.739,31.411,42.993,24.335,PER,2023,Bahrain
15.0,0 days 00:01:38.608000,0 days 00:00:31.441000,0 days 00:00:42.890000,0 days 00:00:24.277000,SOFT,18.0,98.608,31.441,42.89,24.277,PER,2023,Bahrain
16.0,0 days 00:01:38.770000,0 days 00:00:31.469000,0 days 00:00:43.019000,0 days 00:00:24.282000,SOFT,19.0,98.77,31.469,43.019,24.282,PER,2023,Bahrain
17.0,0 days 00:01:41.360000,0 days 00:00:31.516000,0 days 00:00:43.018000,0 days 00:00:26.826000,SOFT,20.0,101.36,31.516,43.018,26.826,PER,2023,Bahrain
19.0,0 days 00:01:37.659000,0 days 00:00:31.164000,0 days 00:00:42.653000,0 days 00:00:23.842000,SOFT,4.0,97.659,31.164,42.653,23.842,PER,2023,Bahrain
20.0,0 days 00:01:37.448000,0 days 00:00:30.978000,0 days 00:00:42.696000,0 days 00:00:23.774000,SOFT,5.0,97.448,30.978,42.696,23.774,PER,2023,Bahrain
21.0,0 days 00:01:37.240000,0 days 00:00:30.982000,0 days 00:00:42.507000,0 days 00:00:23.751000,SOFT,6.0,97.24,30.982,42.507,23.751,PER,2023,Bahrain
22.0,0 days 00:01:37.169000,0 days 00:00:30.956000,0 days 00:00:42.354000,0 days 00:00:23.859000,SOFT,7.0,97.169,30.956,42.354,23.859,PER,2023,Bahrain
23.0,0 days 00:01:37.304000,0 days 00:00:31.057000,0 days 00:00:42.415000,0 days 00:00:23.832000,SOFT,8.0,97.304,31.057,42.415,23.832,PER,2023,Bahrain
24.0,0 days 00:01:37.352000,0 days 00:00:31.142000,0 days 00:00:42.243000,0 days 00:00:23.967000,SOFT,9.0,97.352,31.142,42.243,23.967,PER,2023,Bahrain
25.0,0 days 00:01:38.418000,0 days 00:00:31.176000,0 days 00:00:42.937000,0 days 00:00:24.305000,SOFT,10.0,98.418,31.176,42.937,24.305,PER,2023,Bahrain
26.0,0 days 00:01:37.454000,0 days 00:00:30.903000,0 days 00:00:42.667000,0 days 00:00:23.884000,SOFT,11.0,97.454,30.903,42.667,23.884,PER,2023,Bahrain
27.0,0 days 00:01:37.387000,0 days 00:00:30.970000,0 days 00:00:42.639000,0 days 00:00:23.778000,SOFT,12.0,97.387,30.97,42.639,23.778,PER,2023,Bahrain
28.0,0 days 00:01:37.211000,0 days 00:00:31.052000,0 days 00:00:42.274000,0 days 00:00:23.885000,SOFT,13.0,97.211,31.052,42.274,23.885,PER,2023,Bahrain
29.0,0 days 00:01:37.733000,0 days 00:00:31.166000,0 days 00:00:42.675000,0 days 00:00:23.892000,SOFT,14.0,97.733,31.166,42.675,23.892,PER,2023,Bahrain
30.0,0 days 00:01:37.400000,0 days 00:00:31.031000,0 days 00:00:42.483000,0 days 00:00:23.886000,SOFT,15.0,97.4,31.031,42.483,23.886,PER,2023,Bahrain
31.0,0 days 00:01:37.919000,0 days 00:00:31.246000,0 days 00:00:42.722000,0 days 00:00:23.951000,SOFT,16.0,97.919,31.246,42.722,23.951,PER,2023,Bahrain
32.0,0 days 00:01:37.722000,0 days 00:00:31.106000,0 days 00:00:42.637000,0 days 00:00:23.979000,SOFT,17.0,97.722,31.106,42.637,23.979,PER,2023,Bahrain
33.0,0 days 00:01:37.869000,0 days 00:00:31.229000,0 days 00:00:42.546000,0 days 00:00:24.094000,SOFT,18.0,97.869,31.229,42.546,24.094,PER,2023,Bahrain
34.0,0 days 00:01:40.686000,0 days 00:00:31.289000,0 days 00:00:42.624000,0 days 00:00:26.773000,SOFT,19.0,100.686,31.289,42.624,26.773,PER,2023,Bahrain
36.0,0 days 00:01:36.820000,0 days 00:00:30.908000,0 days 00:00:42.254000,0 days 00:00:23.658000,HARD,2.0,96.82,30.908,42.254,23.658,PER,2023,Bahrain
37.0,0 days 00:01:36.344000,0 days 00:00:30.919000,0 days 00:00:41.914000,0 days 00:00:23.511000,HARD,3.0,96.344,30.919,41.914,23.511,PER,2023,Bahrain
38.0,0 days 00:01:36.431000,0 days 00:00:30.847000,0 days 00:00:42.011000,0 days 00:00:23.573000,HARD,4.0,96.431,30.847,42.011,23.573,PER,2023,Bahrain
39.0,0 days 00:01:36.429000,0 days 00:00:30.833000,0 days 00:00:42.027000,0 days 00:00:23.569000,HARD,5.0,96.429,30.833,42.027,23.569,PER,2023,Bahrain
40.0,0 days 00:01:37.114000,0 days 00:00:30.926000,0 days 00:00:42.564000,0 days 00:00:23.624000,HARD,6.0,97.114,30.926,42.564,23.624,PER,2023,Bahrain
42.0,0 days 00:01:39.657000,0 days 00:00:34.119000,0 days 00:00:42.002000,0 days 00:00:23.536000,HARD,8.0,99.657,34.119,42.002,23.536,PER,2023,Bahrain
43.0,0 days 00:01:36.554000,0 days 00:00:30.774000,0 days 00:00:42.092000,0 days 00:00:23.688000,HARD,9.0,96.554,30.774,42.092,23.688,PER,2023,Bahrain
44.0,0 days 00:01:36.978000,0 days 00:00:31.055000,0 days 00:00:42.360000,0 days 00:00:23.563000,HARD,10.0,96.978,31.055,42.36,23.563,PER,2023,Bahrain
45.0,0 days 00:01:36.928000,0 days 00:00:30.944000,0 days 00:00:42.434000,0 days 00:00:23.550000,HARD,11.0,96.928,30.944,42.434,23.55,PER,2023,Bahrain
46.0,0 days 00:01:37.257000,0 days 00:00:30.914000,0 days 00:00:42.496000,0 days 00:00:23.847000,HARD,12.0,97.257,30.914,42.496,23.847,PER,2023,Bahrain
47.0,0 days 00:01:36.661000,0 days 00:00:30.929000,0 days 00:00:42.049000,0 days 00:00:23.683000,HARD,13.0,96.661,30.929,42.049,23.683,PER,2023,Bahrain
48.0,0 days 00:01:36.859000,0 days 00:00:31.010000,0 days 00:00:42.316000,0 days 00:00:23.533000,HARD,14.0,96.859,31.01,42.316,23.533,PER,2023,Bahrain
49.0,0 days 00:01:37.049000,0 days 00:00:30.944000,0 days 00:00:42.495000,0 days 00:00:23.610000,HARD,15.0,97.049,30.944,42.495,23.61,PER,2023,Bahrain
50.0,0 days 00:01:37.731000,0 days 00:00:31.251000,0 days 00:00:42.646000,0 days 00:00:23.834000,HARD,16.0,97.731,31.251,42.646,23.834,PER,2023,Bahrain
51.0,0 days 00:01:37.049000,0 days 00:00:31.153000,0 days 00:00:42.153000,0 days 00:00:23.743000,HARD,17.0,97.049,31.153,42.153,23.743,PER,2023,Bahrain
52.0,0 days 00:01:37.062000,0 days 00:00:31.147000,0 days 00:00:42.086000,0 days 00:00:23.829000,HARD,18.0,97.062,31.147,42.086,23.829,PER,2023,Bahrain
53.0,0 days 00:01:37.345000,0 days 00:00:31.094000,0 days 00:00:42.383000,0 days 00:00:23.868000,HARD,19.0,97.345,31.094,42.383,23.868,PER,2023,Bahrain
54.0,0 days 00:01:37.296000,0 days 00:00:31.250000,0 days 00:00:42.257000,0 days 00:00:23.789000,HARD,20.0,97.296,31.25,42.257,23.789,PER,2023,Bahrain
55.0,0 days 00:01:37.092000,0 days 00:00:31.084000,0 days 00:00:42.076000,0 days 00:00:23.932000,HARD,21.0,97.092,31.084,42.076,23.932,PER,2023,Bahrain
56.0,0 days 00:01:36.565000,0 days 00:00:31.165000,0 days 00:00:41.786000,0 days 00:00:23.614000,HARD,22.0,96.565,31.165,41.786,23.614,PER,2023,Bahrain
57.0,0 days 00:01:36.558000,0 days 00:00:30.969000,0 days 00:00:41.799000,0 days 00:00:23.790000,HARD,23.0,96.558,30.969,41.799,23.79,PER,2023,Bahrain
1.0,0 days 00:01:42.662000,,0 days 00:00:43.377000,0 days 00:00:24.168000,SOFT,4.0,102.662,,43.377,24.168,RUS,2023,Bahrain
2.0,0 days 00:01:39.590000,0 days 00:00:31.709000,0 days 00:00:43.468000,0 days 00:00:24.413000,SOFT,5.0,99.59,31.709,43.468,24.413,RUS,2023,Bahrain
